x1,x2,y
0.5488135039273248,0.3117958819941026,0.5478181081735846
0.7151893663724195,0.6963434888154595,0.5760317429256328
0.6027633760716439,0.3777518392924809,0.1134753987640586
0.5448831829968969,0.1796036775596348,1.072285921314013
0.4236547993389047,0.02467872839133123,0.6245245484798667
0.6458941130666561,0.06724963146324858,0.7838764531861209
0.4375872112626925,0.6793927734985673,0.007422493306581401
0.8917730007820798,0.4536968445560453,1.592756547096827
0.9636627605010293,0.5365792111087222,2.135436022535741
0.3834415188257777,0.8966712930403421,0.7791557727529462
0.7917250380826646,0.9903389473967044,2.0223831940660375
0.5288949197529045,0.21689698439847394,0.35543311294307006
0.5680445610939323,0.6630782031001008,-0.18052906969944893
0.925596638292661,0.26332237673715064,1.684909977749859
0.07103605819788694,0.02065099946572868,3.12623613409206
0.08712929970154071,0.7583786538361414,1.592962253942521
0.02021839744032572,0.32001715082246784,1.885195361942177
0.832619845547938,0.38346389417189797,1.0181168107683876
0.7781567509498505,0.5883171135536057,0.733877835640066
0.8700121482468192,0.8310484552361904,3.045417045722705
0.978618342232764,0.6289818435911487,2.021586617169133
0.7991585642167236,0.8726506554473953,2.0609313829537292
0.46147936225293185,0.27354203481563577,0.6448486124039381
0.7805291762864555,0.7980468339125637,0.6366532859042208
0.11827442586893322,0.1856359443059522,2.3378944257202776
0.6399210213275238,0.9527916569719446,0.6289400251137105
0.1433532874090464,0.6874882763878153,0.11814192593534134
0.9446689170495839,0.21550767711355845,2.6851436289868045
0.5218483217500717,0.9473705904889242,0.12753042608613074
0.4146619399905236,0.7308558067701578,0.5647650933622697
0.26455561210462697,0.25394164259502583,0.5150587252898305
0.7742336894342167,0.21331197736748198,1.9927666739066758
0.45615033221654855,0.5182007139306632,0.5551389632431243
0.5684339488686485,0.025662718054531575,0.945118436868948
0.018789800436355142,0.2074700754411094,2.3995825399386392
0.6176354970758771,0.42468546875150626,-0.44029620673827174
0.6120957227224214,0.37416998033422555,-0.015640836374229944
0.6169339968747569,0.4635754243648107,0.0031915972098202072
0.9437480785146242,0.2776287062947319,2.0340217609791407
0.6818202991034834,0.5867843464581688,0.446595753247841
0.359507900573786,0.8638556059232314,1.1485955586851004
0.43703195379934145,0.11753185596203308,0.9458863829391047
0.6976311959272649,0.5173791071541142,0.010019100910558854
0.06022547162926983,0.1320681063451533,1.8919900129783995
0.6667667154456677,0.7168596811925937,1.1955179044913655
0.6706378696181594,0.39605970280729375,0.0004661601058113529
0.2103825610738409,0.565421311858509,0.5340355495604068
0.1289262976548533,0.18327983621407862,1.6179205803136938
0.31542835092418386,0.14484775934337724,0.049797731564436454
0.3637107709426226,0.48805628064895457,-0.05252620029001784
0.5701967704178796,0.3556127378499556,-0.08631363387704061
0.43860151346232035,0.940431945252813,1.317778382658817
0.9883738380592262,0.7653252538069653,3.0863060830993136
0.10204481074802807,0.7486636198505473,1.8947367502547503
0.2088767560948347,0.9037197397459334,2.1283997597784365
0.16130951788499626,0.08342243544201855,2.184779255118864
0.6531083254653984,0.5521924699224066,0.24020080704991292
0.2532916025397821,0.5844760689557689,0.7247954490540991
0.4663107728563063,0.961936378547229,0.9829489825913388
0.24442559200160274,0.29214752679254885,0.671771276312858
0.15896958364551972,0.24082877991544682,1.3649992869426977
0.11037514116430513,0.10029394226549782,1.752894303440634
